                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                  1.088,                0.62787,                 1.2542,                0.96825,                0.94545,                0.97553,                0.65722,                 1.1833,                0.60915,                 1.3356,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.0773,                 0.6046,                 1.2338,                0.96917,                0.95258,                0.97892,                0.69302,                 1.2338,                0.72476,                 1.3383,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.0939,                0.60613,                 1.2453,                0.98487,                 0.9697,                 0.9858,                0.68624,                 1.1534,                0.60053,                 1.2829,               0.001604,               0.001604,               0.001604
                     22,                   1.06,                0.60095,                  1.236,                0.97098,                0.95152,                0.97278,                0.67512,                 1.1619,                0.58802,                 1.3503,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.0739,                0.60443,                  1.266,                0.95153,                0.95174,                0.97145,                0.66934,                 1.2165,                0.59312,                 1.4294,              0.0015644,              0.0015644,              0.0015644
                     24,                  1.024,                  0.581,                 1.2236,                 0.9693,                0.95685,                 0.9786,                0.69514,                 1.0879,                 0.5441,                 1.2763,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.0527,                0.59259,                 1.2279,                0.96353,                0.96364,                0.98771,                0.66917,                 1.1875,                0.58337,                 1.3801,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.0259,                0.59457,                 1.2156,                0.97471,                0.93445,                0.97803,                0.65932,                 1.2637,                0.65442,                 1.3745,               0.001505,               0.001505,               0.001505
                     27,                0.99923,                0.57186,                  1.186,                0.97492,                0.94222,                0.98371,                0.67778,                  1.187,                0.61425,                 1.3647,              0.0014852,              0.0014852,              0.0014852
                     28,                  1.041,                0.56527,                 1.2101,                0.92301,                0.94454,                0.96948,                0.66962,                 1.1999,                0.67977,                 1.3317,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.0231,                0.56064,                 1.2005,                 0.9887,                0.94545,                0.99028,                0.69443,                 1.2115,                0.61587,                 1.3402,              0.0014456,              0.0014456,              0.0014456
                     30,                0.97845,                0.55102,                 1.1867,                0.98514,                0.95758,                0.98069,                 0.7031,                 1.2002,                0.58829,                 1.3498,              0.0014258,              0.0014258,              0.0014258
                     31,                0.98639,                0.53509,                 1.1863,                0.96941,                0.93939,                0.98855,                0.70082,                 1.1277,                 0.5834,                 1.3061,               0.001406,               0.001406,               0.001406
                     32,                0.99253,                 0.5347,                  1.185,                0.96924,                 0.9547,                 0.9721,                0.67888,                 1.1527,                0.61135,                 1.3464,              0.0013862,              0.0013862,              0.0013862
                     33,                0.96111,                0.53291,                 1.1816,                0.97473,                0.95152,                 0.9888,                0.69245,                 1.1763,                0.52142,                 1.3414,              0.0013664,              0.0013664,              0.0013664
                     34,                0.96854,                0.53171,                 1.1901,                0.97473,                0.93514,                 0.9807,                0.70466,                 1.1094,                0.52704,                 1.2761,              0.0013466,              0.0013466,              0.0013466
                     35,                 0.9865,                0.52997,                 1.1836,                0.98772,                0.97514,                0.99244,                0.72016,                 1.0804,                0.48954,                 1.2517,              0.0013268,              0.0013268,              0.0013268
                     36,                0.95609,                0.51105,                  1.181,                0.99371,                0.95698,                0.98601,                0.72954,                 1.0702,                0.51981,                 1.2966,               0.001307,               0.001307,               0.001307
                     37,                0.95151,                0.50751,                 1.1728,                0.98009,                0.95758,                0.98639,                0.72507,                 1.0847,                0.54963,                 1.3001,              0.0012872,              0.0012872,              0.0012872
                     38,                0.95292,                0.51717,                 1.1705,                0.98144,                0.96168,                0.98193,                  0.733,                 1.0739,                0.50392,                 1.2372,              0.0012674,              0.0012674,              0.0012674
                     39,                0.93628,                 0.5054,                 1.1535,                0.97945,                0.95758,                0.98535,                0.71976,                 1.1245,                 0.6068,                 1.2822,              0.0012476,              0.0012476,              0.0012476
                     40,                0.93767,                0.50855,                 1.1671,                 0.9906,                0.95152,                 0.9894,                0.74536,                 1.0631,                0.53175,                 1.2355,              0.0012278,              0.0012278,              0.0012278
                     41,                0.92317,                0.49167,                 1.1557,                      1,                0.95617,                0.99212,                0.72955,                 1.0629,                0.48765,                 1.2912,               0.001208,               0.001208,               0.001208
                     42,                0.93734,                0.50662,                 1.1679,                0.99245,                 0.9697,                0.98791,                0.72416,                  1.078,                0.53563,                  1.303,              0.0011882,              0.0011882,              0.0011882
                     43,                0.90261,                0.49694,                 1.1532,                0.98761,                 0.9664,                0.98677,                0.73086,                 1.0519,                0.50831,                 1.3011,              0.0011684,              0.0011684,              0.0011684
                     44,                0.92132,                0.49853,                 1.1663,                0.99371,                0.95725,                0.98725,                0.73892,                 1.0255,                 0.4748,                 1.2635,              0.0011486,              0.0011486,              0.0011486
                     45,                0.89934,                0.48409,                 1.1341,                0.98765,                0.96952,                0.98846,                0.71422,                 1.0678,                 0.5301,                 1.2693,              0.0011288,              0.0011288,              0.0011288
                     46,                0.91236,                0.46971,                 1.1356,                0.96381,                0.96843,                0.98256,                0.74756,                0.96023,                0.45287,                 1.1724,               0.001109,               0.001109,               0.001109
                     47,                0.88869,                0.46989,                 1.1245,                0.99049,                0.95152,                0.98354,                0.74663,                 1.0521,                 0.5065,                   1.22,              0.0010892,              0.0010892,              0.0010892
                     48,                0.89446,                0.47061,                 1.1185,                0.99004,                 0.9697,                0.99401,                0.74358,                  1.048,                0.47046,                 1.3339,              0.0010694,              0.0010694,              0.0010694
                     49,                0.87614,                0.47199,                 1.1259,                 0.9817,                0.98788,                0.99289,                0.74333,                 1.0479,                0.46591,                 1.2676,              0.0010496,              0.0010496,              0.0010496
                     50,                0.90909,                0.47765,                 1.1437,                0.99377,                0.96637,                0.99237,                0.74747,                 1.0204,                0.47467,                 1.2308,              0.0010298,              0.0010298,              0.0010298
                     51,                0.86961,                0.45353,                 1.1123,                0.98133,                0.95554,                0.98259,                0.73486,                 1.0726,                0.46574,                 1.3039,                0.00101,                0.00101,                0.00101
                     52,                0.87216,                 0.4675,                 1.1245,                0.96094,                0.95152,                0.98005,                0.72628,                 1.0612,                0.52694,                  1.254,              0.0009902,              0.0009902,              0.0009902
                     53,                0.87248,                0.46159,                  1.127,                0.98136,                0.95734,                0.98473,                0.75028,                0.99694,                0.49631,                 1.2081,              0.0009704,              0.0009704,              0.0009704
                     54,                0.87472,                0.45898,                 1.1177,                0.98357,                0.94545,                 0.9879,                0.73498,                 1.0002,                0.49711,                 1.2321,              0.0009506,              0.0009506,              0.0009506
                     55,                0.86997,                0.46642,                 1.1236,                0.96949,                0.94545,                0.97978,                0.73592,                 1.0636,                0.48343,                 1.2558,              0.0009308,              0.0009308,              0.0009308
                     56,                 0.8541,                0.45547,                 1.1151,                0.98163,                0.97137,                0.99149,                0.76469,                0.98149,                0.46275,                 1.2417,               0.000911,               0.000911,               0.000911
                     57,                0.84969,                0.44964,                 1.1207,                0.96714,                0.98788,                0.98974,                 0.7497,                0.98103,                0.45268,                  1.229,              0.0008912,              0.0008912,              0.0008912
                     58,                0.84468,                0.44613,                 1.1213,                 0.9648,                0.97576,                0.98922,                0.74651,                 1.0353,                0.52585,                 1.2421,              0.0008714,              0.0008714,              0.0008714
                     59,                0.83648,                0.43672,                 1.1083,                0.98189,                0.98573,                0.99191,                 0.7558,                 1.0288,                0.46288,                 1.2515,              0.0008516,              0.0008516,              0.0008516
                     60,                0.86133,                0.44246,                 1.1091,                0.98942,                0.95152,                 0.9833,                0.72831,                 1.0419,                0.49505,                 1.2365,              0.0008318,              0.0008318,              0.0008318
                     61,                0.84011,                0.44132,                 1.1091,                0.98739,                0.94927,                0.99202,                 0.7537,                0.99866,                0.49392,                 1.2127,               0.000812,               0.000812,               0.000812
                     62,                0.83342,                0.43343,                 1.1091,                0.98758,                0.96353,                0.98766,                0.75488,                 0.9331,                0.51783,                  1.178,              0.0007922,              0.0007922,              0.0007922
                     63,                0.79692,                0.42166,                  1.099,                0.98156,                0.96786,                0.98472,                0.74321,                 1.0654,                0.49586,                 1.2703,              0.0007724,              0.0007724,              0.0007724
                     64,                0.82164,                 0.4158,                 1.0903,                0.99257,                0.95152,                0.98653,                0.74618,                 1.0137,                 0.4541,                 1.2467,              0.0007526,              0.0007526,              0.0007526
                     65,                0.80571,                 0.4178,                 1.0867,                0.98292,                0.98788,                0.99296,                0.76569,                0.95144,                0.43538,                 1.2138,              0.0007328,              0.0007328,              0.0007328
                     66,                0.81161,                0.41884,                 1.0905,                0.98016,                 0.9697,                0.98947,                0.76358,                0.97531,                0.45497,                 1.2133,               0.000713,               0.000713,               0.000713
                     67,                0.80326,                0.40933,                 1.0865,                0.99369,                0.95517,                0.98613,                0.77986,                0.96328,                0.39915,                 1.2122,              0.0006932,              0.0006932,              0.0006932
                     68,                0.78497,                0.40802,                 1.0796,                  0.964,                0.97378,                0.98881,                0.77366,                 1.0112,                0.42856,                 1.2244,              0.0006734,              0.0006734,              0.0006734
                     69,                0.79094,                0.41103,                 1.0856,                0.99105,                0.95758,                 0.9844,                0.75746,                 1.0223,                0.50692,                 1.2604,              0.0006536,              0.0006536,              0.0006536
                     70,                0.78808,                0.40495,                 1.0777,                0.96371,                0.96572,                0.98566,                0.77229,                0.93195,                0.45969,                 1.1468,              0.0006338,              0.0006338,              0.0006338
                     71,                 0.7925,                0.40714,                 1.0779,                0.99306,                0.96364,                0.99132,                0.77558,                0.98803,                0.43426,                 1.2228,               0.000614,               0.000614,               0.000614
                     72,                0.77602,                0.39347,                 1.0595,                0.97548,                 0.9643,                0.98703,                0.78677,                 0.9812,                0.42851,                 1.2033,              0.0005942,              0.0005942,              0.0005942
                     73,                0.78617,                0.39675,                 1.0708,                0.98179,                0.98788,                0.99251,                0.78658,                 1.0374,                0.42612,                 1.3038,              0.0005744,              0.0005744,              0.0005744
                     74,                0.77096,                0.39846,                 1.0735,                0.99388,                0.98397,                0.99331,                0.76891,                 1.0077,                0.42717,                 1.2963,              0.0005546,              0.0005546,              0.0005546
                     75,                0.76185,                0.38605,                 1.0717,                0.98448,                0.97576,                0.99321,                0.76675,                 1.0323,                0.44496,                 1.3045,              0.0005348,              0.0005348,              0.0005348
                     76,                0.75432,                0.38894,                  1.051,                0.98759,                0.96459,                0.99292,                0.78831,                0.97195,                0.42783,                 1.2507,               0.000515,               0.000515,               0.000515
                     77,                0.74929,                0.38673,                 1.0575,                0.98175,                0.97783,                0.99368,                0.76937,                 1.0124,                0.42414,                 1.2849,              0.0004952,              0.0004952,              0.0004952
                     78,                0.75765,                0.38355,                 1.0617,                0.98672,                0.98788,                0.99383,                0.78922,                0.98974,                0.39144,                 1.2495,              0.0004754,              0.0004754,              0.0004754
                     79,                0.75135,                0.38421,                 1.0662,                 0.9878,                0.98157,                0.99392,                0.77237,                0.99862,                  0.416,                 1.2621,              0.0004556,              0.0004556,              0.0004556
                     80,                0.74058,                0.37797,                 1.0528,                0.98104,                0.98182,                0.99074,                0.78579,                0.97956,                0.40634,                 1.2895,              0.0004358,              0.0004358,              0.0004358
                     81,                0.73781,                0.37697,                 1.0518,                0.99139,                0.98182,                0.99369,                0.78206,                0.95099,                 0.3916,                 1.2312,               0.000416,               0.000416,               0.000416
                     82,                0.73468,                0.38488,                 1.0543,                  0.992,                0.98182,                0.99186,                0.78867,                  0.945,                0.42827,                  1.241,              0.0003962,              0.0003962,              0.0003962
                     83,                0.70704,                0.36636,                 1.0483,                      1,                0.98544,                0.99363,                0.78489,                0.94695,                0.39428,                 1.2598,              0.0003764,              0.0003764,              0.0003764
                     84,                0.73002,                0.37248,                 1.0524,                0.99382,                0.97537,                0.99124,                0.78896,                0.97418,                0.38479,                 1.2783,              0.0003566,              0.0003566,              0.0003566
                     85,                0.72605,                0.37159,                 1.0486,                0.99386,                0.98172,                 0.9938,                0.79212,                0.98805,                0.39893,                 1.3013,              0.0003368,              0.0003368,              0.0003368
                     86,                0.71362,                0.36237,                 1.0398,                0.99382,                0.97518,                0.99419,                0.78114,                 1.0204,                0.45097,                 1.3199,               0.000317,               0.000317,               0.000317
                     87,                0.70199,                0.35533,                 1.0363,                 0.9939,                 0.9871,                0.99465,                 0.7865,                 1.0043,                0.39368,                 1.3308,              0.0002972,              0.0002972,              0.0002972
                     88,                 0.7186,                0.36661,                 1.0424,                0.99363,                0.98788,                0.99436,                0.78647,                0.99459,                0.36759,                 1.3147,              0.0002774,              0.0002774,              0.0002774
                     89,                0.70602,                 0.3609,                 1.0418,                0.99375,                0.98788,                0.99389,                0.78398,                0.97168,                0.38133,                 1.3053,              0.0002576,              0.0002576,              0.0002576
                     90,                0.69847,                0.35234,                 1.0422,                 0.9927,                0.98788,                0.99386,                0.78591,                0.95693,                0.37335,                 1.2844,              0.0002378,              0.0002378,              0.0002378
                     91,                0.69642,                  0.335,                 1.0356,                0.99363,                0.98788,                0.99378,                0.77687,                0.96055,                0.37206,                 1.2991,               0.000218,               0.000218,               0.000218
                     92,                0.68089,                0.31498,                 1.0247,                0.99282,                0.98788,                0.99453,                0.77343,                0.95551,                0.37837,                 1.2527,              0.0001982,              0.0001982,              0.0001982
                     93,                0.68056,                0.30717,                 1.0316,                0.98545,                0.98182,                0.99143,                0.77494,                0.94252,                0.38363,                  1.241,              0.0001784,              0.0001784,              0.0001784
                     94,                0.65626,                0.30249,                 1.0149,                0.98595,                0.98182,                0.99089,                0.76892,                0.98018,                0.38174,                 1.2595,              0.0001586,              0.0001586,              0.0001586
                     95,                0.65173,                0.30007,                 1.0185,                0.98351,                 0.9697,                0.99121,                0.77805,                 0.9572,                0.37933,                 1.2567,              0.0001388,              0.0001388,              0.0001388
                     96,                0.65294,                0.30151,                 1.0032,                0.98773,                0.97559,                0.98754,                0.78332,                0.94617,                0.38972,                 1.2255,               0.000119,               0.000119,               0.000119
                     97,                0.63305,                0.29083,                 1.0045,                0.98572,                0.97576,                0.98725,                 0.7812,                0.96397,                0.38468,                 1.2597,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.63616,                0.29905,                0.99406,                0.98686,                0.97576,                0.98756,                0.78727,                0.95476,                0.37985,                 1.2606,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.63596,                0.29105,                0.99903,                0.98721,                0.97576,                0.98818,                0.79026,                0.95726,                0.37515,                 1.2634,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.62416,                0.28873,                0.99796,                0.98777,                0.97935,                0.99173,                0.79193,                0.95139,                  0.371,                 1.2633,               3.98e-05,               3.98e-05,               3.98e-05
