                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                0.79765,                0.43053,                  1.012,                0.96839,                0.94264,                0.98189,                0.74063,                0.78477,                0.36463,                0.88207,              0.0011486,              0.0011486,              0.0011486
                     45,                0.79667,                0.43044,                 1.0194,                 0.9781,                0.91598,                0.96467,                0.74537,                0.75877,                0.39505,                0.87292,              0.0011288,              0.0011288,              0.0011288
                     46,                0.79488,                0.41827,                 1.0144,                 0.9586,                0.94988,                0.97143,                0.74577,                0.76774,                0.35442,                0.87029,               0.001109,               0.001109,               0.001109
                     47,                0.79803,                0.42598,                 1.0116,                0.98206,                0.93846,                0.98257,                0.73459,                0.79409,                0.36332,                0.88355,              0.0010892,              0.0010892,              0.0010892
                     48,                0.79517,                0.43195,                 1.0098,                 0.9561,                0.95385,                0.98131,                0.76345,                0.77042,                0.36159,                0.86633,              0.0010694,              0.0010694,              0.0010694
                     49,                0.78059,                0.42562,                 1.0031,                0.97878,                0.94607,                 0.9826,                0.75841,                0.76979,                0.35272,                0.87649,              0.0010496,              0.0010496,              0.0010496
                     50,                0.79208,                0.42496,                 1.0061,                0.97363,                0.94677,                 0.9782,                 0.7382,                0.78627,                0.37089,                0.89016,              0.0010298,              0.0010298,              0.0010298
                     51,                0.76293,                0.41506,                 1.0021,                0.99083,                0.94359,                0.98144,                0.75099,                0.75059,                0.35708,                0.87501,                0.00101,                0.00101,                0.00101
                     52,                0.77309,                0.41012,                 1.0049,                      1,                0.93431,                0.98283,                0.74694,                0.78468,                0.35867,                0.88236,              0.0009902,              0.0009902,              0.0009902
                     53,                0.77103,                0.41517,                 1.0017,                0.97847,                0.93213,                0.97713,                0.76323,                0.75204,                0.34863,                0.86195,              0.0009704,              0.0009704,              0.0009704
                     54,                 0.7731,                 0.4166,                 1.0018,                0.98201,                0.94872,                0.97929,                0.75687,                0.77201,                0.35296,                0.86239,              0.0009506,              0.0009506,              0.0009506
                     55,                0.76826,                0.40224,                0.99942,                0.98709,                0.95897,                0.98431,                 0.7641,                0.76301,                 0.3397,                0.86195,              0.0009308,              0.0009308,              0.0009308
                     56,                0.75439,                0.40793,                0.99303,                0.99426,                0.94872,                0.97689,                0.76068,                0.76046,                0.34313,                0.87829,               0.000911,               0.000911,               0.000911
                     57,                0.77263,                0.40738,                 1.0076,                0.99235,                0.93846,                 0.9781,                0.74038,                 0.7868,                0.34563,                0.87754,              0.0008912,              0.0008912,              0.0008912
                     58,                0.75732,                0.40729,                0.99988,                0.99104,                0.94359,                0.97618,                 0.7464,                0.77101,                  0.341,                0.87013,              0.0008714,              0.0008714,              0.0008714
                     59,                0.75402,                0.40706,                 1.0004,                0.98924,                0.94298,                0.96996,                0.74447,                0.75842,                0.36922,                0.86156,              0.0008516,              0.0008516,              0.0008516
                     60,                0.77332,                 0.4035,                0.99317,                0.99244,                0.93333,                0.97573,                0.75249,                0.77514,                0.33483,                0.86505,              0.0008318,              0.0008318,              0.0008318
                     61,                0.74434,                0.39774,                0.99667,                0.99458,                0.94183,                0.98471,                0.75977,                0.75992,                0.32924,                0.86866,               0.000812,               0.000812,               0.000812
                     62,                0.74874,                0.40358,                0.99152,                0.96791,                0.95385,                0.97514,                0.75886,                0.73021,                0.34224,                0.85403,              0.0007922,              0.0007922,              0.0007922
                     63,                0.74187,                0.39609,                0.99399,                0.99456,                0.93711,                0.97041,                0.74637,                0.74513,                0.35023,                0.85756,              0.0007724,              0.0007724,              0.0007724
                     64,                0.74307,                0.39581,                0.99438,                0.99396,                0.93333,                0.97873,                0.76367,                0.72772,                0.33132,                0.85332,              0.0007526,              0.0007526,              0.0007526
                     65,                0.73405,                0.38722,                0.98667,                0.99447,                0.93333,                0.98433,                0.75845,                0.75451,                0.34047,                 0.8769,              0.0007328,              0.0007328,              0.0007328
                     66,                0.74429,                0.39278,                0.98598,                 0.9893,                0.94786,                  0.983,                0.75169,                0.76873,                0.38425,                0.86494,               0.000713,               0.000713,               0.000713
                     67,                0.74946,                0.39203,                0.99966,                0.99878,                0.93333,                0.98724,                0.76427,                0.74805,                0.33815,                0.85772,              0.0006932,              0.0006932,              0.0006932
                     68,                0.73196,                0.39414,                0.99369,                 0.9943,                0.94359,                0.97965,                0.76677,                0.73958,                0.33737,                 0.8555,              0.0006734,              0.0006734,              0.0006734
                     69,                0.73104,                0.38463,                0.98118,                0.98929,                0.94716,                0.98652,                0.76329,                0.72033,                0.32377,                0.85212,              0.0006536,              0.0006536,              0.0006536
                     70,                0.73014,                0.39142,                0.97654,                      1,                0.93759,                0.97932,                0.75885,                0.74481,                0.33853,                0.86452,              0.0006338,              0.0006338,              0.0006338
                     71,                0.72505,                0.38842,                0.98609,                0.98797,                0.94872,                0.98179,                0.75385,                0.74645,                0.33573,                0.86372,               0.000614,               0.000614,               0.000614
                     72,                0.72319,                0.38405,                0.98623,                0.99456,                0.93785,                0.98507,                0.76402,                 0.7342,                 0.3328,                0.85332,              0.0005942,              0.0005942,              0.0005942
                     73,                0.73399,                0.37797,                 0.9814,                0.98924,                0.94303,                0.98426,                0.75903,                0.73941,                0.32619,                0.85569,              0.0005744,              0.0005744,              0.0005744
                     74,                0.70346,                0.37121,                 0.9857,                0.98757,                0.94872,                0.98476,                0.76618,                0.73122,                0.32601,                0.85652,              0.0005546,              0.0005546,              0.0005546
                     75,                0.73553,                 0.3894,                0.99092,                0.99624,                0.93333,                0.98292,                0.77147,                0.72184,                0.33686,                0.85091,              0.0005348,              0.0005348,              0.0005348
                     76,                0.74905,                0.38669,                0.98974,                0.96835,                0.94138,                0.97376,                0.75961,                0.72644,                0.33624,                 0.8569,               0.000515,               0.000515,               0.000515
                     77,                0.71255,                0.37957,                0.98896,                0.98919,                0.93816,                0.97624,                0.76692,                0.72495,                0.32325,                  0.851,              0.0004952,              0.0004952,              0.0004952
                     78,                0.72569,                0.37763,                0.98024,                0.99042,                0.94872,                0.98019,                0.75943,                0.74392,                0.34964,                0.85895,              0.0004754,              0.0004754,              0.0004754
                     79,                0.71191,                0.37363,                0.98137,                0.98135,                0.94359,                0.97462,                0.76561,                0.72676,                0.31883,                0.85174,              0.0004556,              0.0004556,              0.0004556
                     80,                0.70781,                0.37151,                0.98046,                0.98828,                0.94872,                0.98466,                0.76955,                0.72354,                0.32183,                0.84813,              0.0004358,              0.0004358,              0.0004358
                     81,                0.72535,                0.38072,                0.98343,                      1,                0.94639,                0.98179,                 0.7618,                 0.7398,                0.32478,                0.85569,               0.000416,               0.000416,               0.000416
                     82,                0.70472,                0.36413,                0.97698,                0.99456,                0.93814,                0.98107,                0.76395,                0.73178,                0.32718,                0.85282,              0.0003962,              0.0003962,              0.0003962
                     83,                0.69316,                0.36191,                0.97353,                0.98311,                0.94359,                0.97833,                0.76744,                0.72436,                0.32159,                0.85346,              0.0003764,              0.0003764,              0.0003764
                     84,                 0.7027,                0.36642,                0.97478,                 0.9893,                0.94853,                0.97447,                0.76644,                0.71083,                0.32767,                0.85101,              0.0003566,              0.0003566,              0.0003566
                     85,                0.70429,                0.36373,                0.97728,                0.99456,                0.93812,                0.98097,                0.76893,                 0.7146,                 0.3063,                0.85119,              0.0003368,              0.0003368,              0.0003368
                     86,                 0.7014,                0.36049,                0.97803,                0.98879,                0.93333,                0.97551,                0.76195,                0.72548,                  0.315,                0.85908,               0.000317,               0.000317,               0.000317
                     87,                0.69677,                0.36373,                 0.9719,                0.97857,                0.93674,                0.97502,                0.76627,                0.72567,                0.31794,                0.85581,              0.0002972,              0.0002972,              0.0002972
                     88,                0.70837,                0.36913,                0.97303,                0.98384,                0.93636,                0.98199,                0.76702,                0.72314,                0.31703,                0.84907,              0.0002774,              0.0002774,              0.0002774
                     89,                0.70342,                0.36745,                0.97282,                0.98392,                0.94145,                 0.9813,                0.77371,                0.72112,                0.31828,                0.84785,              0.0002576,              0.0002576,              0.0002576
                     90,                0.70497,                0.36052,                0.96983,                0.99299,                0.93846,                0.98476,                0.77078,                0.71173,                0.31305,                0.84954,              0.0002378,              0.0002378,              0.0002378
                     91,                0.66987,                 0.3377,                0.93697,                0.99456,                0.93793,                0.98269,                0.75512,                0.72655,                0.31789,                0.86094,               0.000218,               0.000218,               0.000218
                     92,                0.65049,                0.31327,                0.92813,                0.98378,                 0.9332,                0.97349,                0.76571,                0.72324,                0.31988,                0.85899,              0.0001982,              0.0001982,              0.0001982
                     93,                0.65422,                 0.3108,                0.93098,                0.97309,                0.94359,                0.97396,                0.76315,                0.72981,                 0.3346,                0.86137,              0.0001784,              0.0001784,              0.0001784
                     94,                0.64501,                0.30849,                0.92435,                0.98102,                0.93333,                0.97705,                0.75853,                0.72183,                0.32805,                0.86123,              0.0001586,              0.0001586,              0.0001586
                     95,                0.63667,                0.31119,                0.92695,                0.97729,                0.93333,                0.97969,                0.76503,                0.71869,                0.32629,                0.85756,              0.0001388,              0.0001388,              0.0001388
                     96,                0.62129,                0.30615,                0.93103,                 0.9786,                0.93804,                0.97864,                0.76927,                0.71997,                0.32559,                0.85493,               0.000119,               0.000119,               0.000119
                     97,                 0.6297,                0.30668,                0.92424,                0.98398,                0.94471,                0.98352,                0.77133,                0.71671,                0.32665,                0.85662,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.61422,                0.29913,                0.92011,                0.97588,                0.93846,                0.97578,                0.76843,                0.71715,                0.32824,                  0.857,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.62291,                0.30447,                0.92113,                0.97539,                0.93846,                0.97638,                   0.77,                0.72033,                0.32678,                0.86018,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.61661,                0.30011,                0.91976,                0.97759,                0.93846,                0.97621,                0.76711,                0.71403,                 0.3227,                0.85696,               3.98e-05,               3.98e-05,               3.98e-05
